,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
agendas,4.022212166244411e-06,5.218245841546761e-06,0.0,0.0,2.3490667954302885e-06,5.6429973178054795e-06,0.0,0.0,1.7820675502302228e-06,4.338692629200412e-06,6.556441145200377e-06,3.160829272252967e-06,0.0,0.0,5.453798958128437e-06,4.27399052452503e-06,3.408452758603435e-06,0.0,5.5871202942945595e-06,6.402986476209291e-06
burn,1.2943804958355722e-05,8.396503974895472e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.734837904966233e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.606160656306365e-05,0.0,1.0302867862285733e-05
arms,1.249937658761051e-05,3.7826591393162116e-05,0.0,0.0,3.6503115613397618e-06,2.045706301664843e-05,3.0472782759998463e-06,4.724418693914543e-06,8.30719570688838e-06,6.063832772776954e-05,7.126283998079455e-05,4.254898026110966e-05,0.0,1.5261068840895415e-05,3.388800174272873e-05,2.2133833742093746e-05,2.2064212243510193e-05,0.0,5.788005770044565e-06,1.1607367141480538e-05
moreover,5.581993082924964e-06,3.620977545583505e-06,0.0,0.0,1.3039497123382773e-05,7.83130543418486e-06,0.0,1.2657467740605041e-05,4.946223242832551e-06,0.0,0.0,0.0,0.0,0.0,7.5687375010755295e-06,5.9314090252632025e-06,7.095259800060871e-06,0.0,7.753759758859728e-06,8.886012160227382e-06
forth,7.455651676487584e-06,0.0,0.0,0.0,8.70842705498017e-06,0.0,1.0904528235623492e-05,0.0,3.303275503463515e-06,0.0,0.0,5.8589753818898535e-06,0.0,0.0,0.0,0.0,6.317975152374459e-06,1.6146651493387342e-05,1.0356396198709081e-05,1.1868701819489323e-05
bored,1.5027292193774247e-05,9.748039239071606e-06,5.5561236706624766e-05,0.0,8.776293158743045e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doings,1.2943804958355722e-05,0.0,0.0,0.0,7.559487460501042e-06,1.8159623024162517e-05,0.0,0.0,0.0,6.981225573706492e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0302867862285733e-05
pop,1.5027292193774247e-05,9.748039239071606e-06,0.0,0.0,8.776293158743045e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1961259173676672e-05
vote,9.393384989584402e-05,7.661412513920844e-05,0.0,0.0,2.352626992021362e-05,0.00010165672785038529,0.0,6.090835038658463e-06,8.330056647783005e-06,2.6071317300715418e-05,1.3134353689407621e-05,1.8994606661021384e-05,0.0,1.967493967950717e-05,7.28398214134895e-06,3.709319159545198e-05,2.1620104802478165e-05,0.0,2.6112642021597923e-05,2.5650900517867526e-05
strategic,5.581993082924964e-06,7.241838816203807e-06,0.0,0.0,1.3039497123382773e-05,1.566206700883012e-05,0.0,0.0,4.946223242832551e-06,1.2042082643802877e-05,9.098975292316603e-06,0.0,0.0,0.0,0.0,1.1862506059940288e-05,4.730222806661555e-06,2.4176469056779956e-05,0.0,4.443093613245742e-06
meet,2.686082220534528e-06,6.969392326708717e-06,9.931400024976263e-06,0.0,9.4117320726717e-06,3.7684622638974623e-06,1.1785021704601785e-05,0.0,1.0709837963701897e-05,0.0,0.0,2.110840243982265e-06,0.0,1.3117419110164566e-05,1.0925606564519181e-05,2.8542228714352015e-06,4.552316959274168e-06,5.817229047104244e-06,7.462037264723107e-06,8.551647596101291e-06
natives,1.2943804958355722e-05,8.396503974895472e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1099159342370515e-05,0.0,0.0,0.0,0.0,0.0,5.48439622065006e-06,0.0,1.7979806230794774e-05,0.0
eurocentric,1.1241471935130916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.980608064523277e-06,0.0,0.0,0.0,0.0,2.7450390336224548e-05,7.6213976540327105e-06,0.0,4.7631037700221636e-06,0.0,1.561515240633285e-05,0.0
treatment,1.3320080522242982e-05,6.480715428910965e-06,0.0,0.0,3.889853217873673e-06,9.344130365431609e-06,0.0,0.0,1.6228685913448873e-05,8.980398947777617e-06,5.428530683422115e-06,7.85090150749677e-06,0.0,0.0,1.3545821870946418e-05,7.077278051633371e-06,1.1287664022418503e-05,1.4423899381544629e-05,9.251607861348226e-06,7.9520557776395e-06
creation,2.3845486515846574e-05,1.2375272995704709e-05,0.0,0.0,1.1141681165983311e-05,1.3382552667597122e-05,1.3951301468853245e-05,0.0,4.226331876602278e-06,5.144854370604944e-06,7.774677250578772e-06,3.7481351379075882e-06,0.0,0.0,3.23363218554558e-06,0.0,6.062589817235863e-06,0.0,0.0,7.5927095492636364e-06
languages,5.581993082924964e-06,0.0,0.0,0.0,1.9558680269117677e-05,1.566206700883012e-05,0.0,0.0,4.946223242832551e-06,3.0106412286143438e-06,2.7294723475878384e-05,0.0,0.0,1.3630589469475132e-05,7.5687375010755295e-06,0.0,7.095259800060871e-06,0.0,1.5506986375094572e-05,1.7771324110678207e-05
immensely,1.1241471935130916e-05,0.0,0.0,0.0,0.0,0.0,3.288203796359773e-05,0.0,4.980608064523277e-06,6.063074313320706e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.434557534141205e-05,0.0,8.947863499015525e-06
prioritize,9.802169872133189e-06,6.358559832967556e-06,0.0,0.0,5.724698454008917e-06,0.0,0.0,0.0,0.0,5.286788483704445e-06,0.0,7.702971445279055e-06,0.0,0.0,0.0,2.0830964456841327e-05,8.306432271614204e-06,0.0,0.0,0.0
contributes,1.5027292193774247e-05,9.748039239071606e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.2544499189436754e-05,0.0,0.0
sustaining,7.455651676487584e-06,4.8363992766016216e-06,0.0,0.0,0.0,0.0,1.0904528235623492e-05,0.0,3.303275503463515e-06,4.021196728473787e-06,0.0,0.0,0.0,0.0,5.054719393008543e-06,7.922352999399381e-06,0.0,1.6146651493387342e-05,0.0,5.934467824354377e-06
favorable,8.555389714596386e-06,5.549787251623869e-06,3.163231451951454e-05,4.9754757762620506e-05,0.0,0.0,0.0,0.0,0.0,4.614339111314378e-06,1.3945785756592373e-05,0.0,0.0,0.0,0.0,9.090931323979773e-06,3.624988723785692e-06,0.0,0.0,0.0
genetic,4.022212166244411e-06,2.609164812850697e-06,0.0,0.0,4.698065678129263e-06,0.0,0.0,0.0,1.0691819058469827e-05,2.1693752747511986e-06,6.556441145200377e-06,3.160829272252967e-06,0.0,3.9280008909979616e-05,1.0907231864931722e-05,0.0,1.7042442523025927e-06,8.710876111021228e-06,1.1173856422446259e-05,3.2015563117816378e-06
powers,2.686082220534528e-06,5.22712816597398e-06,9.931400024976263e-06,0.0,6.274669435719975e-06,7.53666281993931e-06,3.928624979811822e-06,6.090835038658463e-06,3.570180870800961e-06,7.243289231957478e-06,8.756589042638471e-06,8.442868322930892e-06,0.0,6.559105947543949e-06,0.0,2.8542228714352015e-06,5.690336525059181e-06,1.1633834496744174e-05,0.0,0.0
advertisements,8.555389714596386e-06,5.549787251623869e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.7905216730999225e-06,0.0,0.0,1.3446133197085089e-05,0.0,0.0,5.800310446569747e-06,9.090931323979773e-06,3.624988723785692e-06,0.0,0.0,6.8098252425338055e-06
running,4.769569455953055e-06,6.187835188896671e-06,0.0,0.0,8.35638166229565e-06,0.0,1.3951301468853245e-05,1.0815253732573007e-05,4.226331876602278e-06,1.0289434026644903e-05,0.0,7.496124470879112e-06,0.0,0.0,6.467155847197879e-06,1.0135993673589756e-05,0.0,2.0657737595330143e-05,0.0,1.1388839956003231e-05
ngos,8.044225227877608e-06,5.218245841546761e-06,0.0,0.0,2.3490667954302885e-06,5.6429973178054795e-06,0.0,9.12058112286846e-06,5.346085396958198e-06,1.5184410705479078e-05,0.0,1.2642579377087856e-05,0.0,0.0,1.0907231864931722e-05,4.27399052452503e-06,6.816762539215784e-06,0.0,5.5871202942945595e-06,6.402986476209291e-06
platform,6.660369933444627e-06,4.320546320348416e-06,0.0,0.0,3.889853217873673e-06,4.672227418467818e-06,9.74124914210476e-06,0.0,5.901793310749553e-06,1.7961756968511993e-06,0.0,7.85090150749677e-06,1.6350241047257483e-05,0.0,6.7732518766988915e-06,7.077278051633371e-06,2.822093567730488e-06,7.212336266113505e-06,0.0,5.301474959030794e-06
since,5.745530387469034e-06,7.4534019863405994e-06,1.7707541551690467e-06,0.0,5.5925287988648425e-06,5.373984473551728e-06,4.902212063214033e-06,7.599350342855132e-06,3.3944923660458663e-06,7.230000827405409e-06,7.803916935012988e-06,9.028595250054182e-06,7.052252990996471e-06,5.845981989321902e-06,4.220213777532646e-06,5.596469788588807e-06,5.071829893224857e-06,4.148146831587181e-06,3.3258329248273775e-06,4.954547130949584e-06
regular,2.686082220534528e-06,5.22712816597398e-06,0.0,0.0,1.0980195380102303e-05,3.7684622638974623e-06,1.1785021704601785e-05,6.090835038658463e-06,8.330056647783005e-06,1.0140334209014248e-05,4.3784711651716555e-06,2.110840243982265e-06,0.0,6.559105947543949e-06,1.2746327128595472e-05,2.8542228714352015e-06,1.2517952735014144e-05,0.0,0.0,2.1380382564817186e-06
continue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decisionmaking,4.769569455953055e-06,9.281603761861068e-06,0.0,0.0,1.1141681165983311e-05,2.0073132009598398e-05,0.0,1.0815253732573007e-05,4.226331876602278e-06,2.572461526467459e-06,0.0,3.7481351379075882e-06,0.0,0.0,0.0,5.068130127964178e-06,4.041768931516385e-06,0.0,6.625249290935463e-06,1.1388839956003231e-05
rightwing,1.1241471935130916e-05,7.2922192578366146e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.980608064523277e-06,1.2125986748196832e-05,0.0,8.834037610937125e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.789537443534144e-05
danger,8.044225227877608e-06,0.0,0.0,0.0,7.046996652059675e-06,1.128560274718967e-05,0.0,0.0,7.128035696884698e-06,2.819736167387766e-05,6.556441145200377e-06,3.160829272252967e-06,1.9747404848157767e-05,0.0,5.453798958128437e-06,1.709461332790865e-05,1.704083413290242e-05,3.4837902494414865e-05,0.0,6.402986476209291e-06
bother,8.555389714596386e-06,1.6648827130523057e-05,0.0,0.0,4.996549428492523e-06,0.0,0.0,0.0,3.7905216730999225e-06,0.0,0.0,6.723197366954857e-06,4.2003439238176095e-05,2.0891284388680594e-05,0.0,9.090931323979773e-06,0.0,0.0,0.0,0.0
anonymized,1.7713374414308776e-05,0.0,0.0,0.0,1.034502854446111e-05,0.0,0.0,0.0,7.848027017006394e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core,8.044225227877608e-06,7.827243091432807e-06,0.0,0.0,9.39585972111177e-06,0.0,1.1765232694730123e-05,9.12058112286846e-06,1.7820675502302228e-06,6.507952066476473e-06,2.6222590786850577e-05,9.48211895124052e-06,0.0,0.0,5.453798958128437e-06,4.27399052452503e-06,5.11262552040202e-06,0.0,0.0,6.402986476209291e-06
piece,1.9603854524407064e-05,0.0,0.0,0.0,1.1449231404036119e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3935779111910645e-05,6.645591867239403e-06,1.0415756161465565e-05,0.0,0.0,1.3615866084919547e-05,7.802223633713924e-06
thrown,8.555389714596386e-06,1.1099396291342157e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.7905216730999225e-06,0.0,1.3945785756592373e-05,6.723197366954857e-06,0.0,0.0,1.1600426228986065e-05,9.090931323979773e-06,3.624988723785692e-06,0.0,0.0,0.0
africa,2.9511015062367645e-06,3.190531540327701e-06,3.6372701952466453e-06,0.0,8.616247474768815e-06,8.27951917660043e-06,4.316139526016659e-06,6.691360629889655e-06,2.6149959230945654e-06,7.426886343451969e-06,3.2070081012458657e-06,2.3191285097692575e-06,0.0,1.2008113034572727e-05,4.001387822681293e-06,6.271148946875607e-06,5.8347208838974965e-06,6.390810685803446e-06,4.0991973857838255e-06,6.263407397605114e-06
steam,1.5027292193774247e-05,0.0,0.0,0.0,8.776293158743045e-06,0.0,0.0,0.0,6.6579406255830396e-06,8.104951898167625e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
immoral,5.372031476587298e-06,3.484808060347671e-06,0.0,0.0,3.137425418487903e-06,0.0,0.0,1.218098644356148e-05,2.3801466813006706e-06,1.5933960169887546e-05,3.939352691603539e-05,4.0091929484039465e-05,0.0,3.278760380444777e-05,9.104824903474534e-06,8.562218235948176e-06,1.3655805248552483e-05,4.070751246016101e-05,1.1192671106138567e-05,1.0689348921507342e-05
rights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amendment,1.907686131873841e-05,1.2375272995704709e-05,0.0,0.0,5.571001636492265e-06,6.691508685918124e-06,0.0,0.0,4.226331876602278e-06,1.286162084588131e-05,3.109494549356364e-05,1.8739217753433328e-05,0.0,0.0,9.700570992262382e-06,0.0,4.041768931516385e-06,0.0,6.625249290935463e-06,3.796429567872658e-06
clothes,2.3845486515846574e-05,1.5468842896764052e-05,3.5266357559015434e-05,0.0,2.7855410839600677e-06,6.691508685918124e-06,0.0,1.0815253732573007e-05,1.4791350558777058e-05,0.0,7.774677250578772e-06,1.4991665767279198e-05,0.0,0.0,0.0,0.0,1.0104104437508761e-05,0.0,1.987438129415986e-05,3.796429567872658e-06
tactic,1.2943484590962438e-05,4.198251987447736e-06,0.0,0.0,1.5118319300358753e-05,0.0,0.0,0.0,2.8674189524831167e-06,3.490612786853246e-06,0.0,0.0,0.0,1.5803646559505704e-05,8.775383679226897e-06,0.0,2.74219811032503e-06,0.0,8.989903115397387e-06,1.0302664886077804e-05
television,2.5886969181924876e-05,1.6792738325586316e-05,0.0,0.00015053041982164667,7.559487460501042e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.160729311901141e-05,0.0,0.0,0.0,0.0,0.0,0.0
tests,7.455651676487584e-06,4.8363992766016216e-06,0.0,0.0,4.354276469678133e-06,0.0,0.0,1.6906088771231472e-05,6.60647855790295e-06,0.0,0.0,0.0,0.0,0.0,1.010926914463659e-05,0.0,0.0,3.229157209207432e-05,1.0356396198709081e-05,1.780270200389761e-05
objective,5.581993082924964e-06,7.241838816203807e-06,0.0,0.0,9.779764204711574e-06,0.0,0.0,0.0,7.419253503578975e-06,0.0,0.0,4.386572961539464e-06,0.0,1.3630589469475132e-05,3.784432255181865e-06,5.9314090252632025e-06,2.365136207334925e-06,0.0,7.753759758859728e-06,1.3328755654790325e-05
instances,8.555389714596386e-06,1.1099396291342157e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.7905216730999225e-06,4.614339111314378e-06,0.0,6.723197366954857e-06,0.0,0.0,5.800310446569747e-06,0.0,7.249901414542028e-06,0.0,0.0,1.3619382165115754e-05
order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
patients,1.6745150328835995e-05,1.810372505275449e-05,2.063861106684456e-05,0.0,1.3039497123382773e-05,0.0,8.164142294330758e-06,0.0,2.9674085457917023e-05,0.0,0.0,0.0,0.0,0.0,1.8920891268296343e-05,5.9314090252632025e-06,4.730222806661555e-06,1.2088882482630865e-05,1.5506986375094572e-05,0.0
union,6.069294364761837e-06,1.1810044873156184e-05,0.0,0.0,1.1518843424455655e-05,2.5537050426547083e-05,2.2193803064466297e-06,1.7200478027836453e-05,1.2099326493733607e-05,1.3910295035096565e-05,2.4735098733684325e-06,1.1922587116111894e-05,7.449986934005961e-06,0.0,1.1314665385087706e-05,1.612041640576748e-05,1.6069709982242395e-05,9.85784574795374e-06,2.10716795876756e-05,9.661325771915152e-06
selfexpression,1.2943804958355722e-05,1.6792738325586316e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.734837904966233e-06,0.0,2.1099159342370515e-05,1.0171804946059068e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breeding,1.1241471935130916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063074313320706e-06,0.0,8.834037610937125e-06,0.0,0.0,2.286342563439461e-05,1.1945154195414978e-05,0.0,0.00012170178424087557,0.0,0.0
god,1.3654222790139046e-05,4.921405018051734e-06,0.0,8.824808205211388e-06,1.7724115237567565e-06,2.1289003091564934e-06,0.0,0.0,6.722437653395526e-06,4.0919185613062435e-06,5.930921764335171e-05,8.34629787615753e-06,1.4898163641556003e-05,5.5534113424787846e-05,2.0575225601121263e-06,3.2247615714411585e-06,6.4288949667494845e-06,1.9712522280059018e-05,2.107819914123911e-06,8.45382656595256e-06
binding,7.455651676487584e-06,0.0,0.0,0.0,8.70842705498017e-06,0.0,0.0,0.0,3.303275503463515e-06,8.04228609473525e-06,0.0,1.1717722845761939e-05,0.0,0.0,1.010926914463659e-05,7.922352999399381e-06,6.317975152374459e-06,0.0,0.0,1.1868701819489323e-05
race,7.586430205553485e-06,9.843442170690692e-07,1.1219974901655539e-05,0.0,4.430836666493247e-06,4.257652772880099e-06,0.0,3.4408678364767675e-06,2.689151977955884e-06,7.365060164962977e-06,0.0,1.1924674133120322e-06,7.449986934005961e-06,7.410364133534675e-06,2.0575225601121263e-06,3.2247615714411585e-06,3.857498778834164e-06,6.572249401053855e-06,6.323024966024629e-06,2.415616935651482e-06
adult,4.769569455953055e-06,6.187835188896671e-06,3.5266357559015434e-05,2.7737926713971243e-05,2.7855410839600677e-06,0.0,6.975903255811669e-06,0.0,8.452478371509761e-06,0.0,0.0,0.0,0.0,1.164674377671884e-05,0.0,1.5203590664940973e-05,2.0209056596971334e-06,0.0,6.625249290935463e-06,7.5927095492636364e-06
programs,2.083487235418526e-06,1.3515352641761326e-06,7.703392332404327e-06,0.0,8.516901210973392e-06,5.84588984765781e-06,1.2187789527169985e-05,9.44830712029212e-06,9.230116246166747e-06,6.7419079422125875e-06,0.0,4.911693611149316e-06,0.0,0.0,8.474558836047349e-06,8.854930369416231e-06,7.061806495823723e-06,1.3535129201895197e-05,2.8941023831618445e-06,9.949367815272325e-06
minorities,3.0347973975669064e-06,2.9529378269622522e-06,0.0,8.824808205211388e-06,8.862185723961356e-07,2.1289003091564934e-06,0.0,6.881349470834103e-06,5.378068060220738e-06,4.0919185613062435e-06,2.4735098733684325e-06,5.9618732248811725e-06,7.449986934005961e-06,3.70540599896437e-06,3.0862320522547973e-06,9.673267136213148e-06,1.1571040310281083e-05,0.0,8.43041014364946e-06,4.8310435228582105e-06
reagan,1.7713374414308776e-05,0.0,0.0,0.0,1.034502854446111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,0.0,0.0,0.0,0.0
risk,4.918259066370285e-06,7.656415296501445e-06,7.2738747723690975e-06,0.0,5.17019677430121e-06,6.899838844444205e-06,7.193045163501311e-06,6.691360629889655e-06,1.3071539887359729e-05,1.2199847974714788e-05,0.0,7.729376081978834e-06,1.4485889833217238e-05,1.2008113034572727e-05,7.335262317765394e-06,1.0450815731922473e-05,8.751439022879311e-06,8.52062427299428e-06,5.46540863077761e-06,1.0959667765967933e-05
systems,2.083023249180484e-05,1.4864501376076695e-05,0.0,0.0,1.824839265941071e-05,2.9221332764889974e-05,1.5234185525058744e-05,2.3616791984136285e-05,1.3844415391307402e-05,2.134567129962104e-05,1.697829055683172e-05,1.1459726901767075e-05,0.0,0.0,9.886819423425079e-06,8.854930369416231e-06,7.061806495823723e-06,4.512193399178851e-06,3.18241859326098e-05,1.658097326357419e-05
came,5.581993082924964e-06,1.0862583819278122e-05,0.0,0.0,6.519937048206717e-06,0.0,8.164142294330758e-06,1.2657467740605041e-05,7.419253503578975e-06,0.0,0.0,4.386572961539464e-06,0.0,0.0,3.784432255181865e-06,0.0,7.095259800060871e-06,0.0,7.753759758859728e-06,4.443093613245742e-06
easier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
generation,2.686082220534528e-06,1.742432006212744e-06,0.0,1.5621190228793938e-05,1.0980195380102303e-05,0.0,7.85696553428549e-06,0.0,5.950170953201569e-06,1.0140334209014248e-05,4.3784711651716555e-06,4.221598374882826e-06,1.3187557212791429e-05,0.0,5.463078274041478e-06,8.562218235948176e-06,5.690336525059181e-06,1.1633834496744174e-05,0.0,4.275992270225685e-06
monopoly,1.1241471935130916e-05,7.2922192578366146e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.980608064523277e-06,1.2125986748196832e-05,0.0,8.834037610937125e-06,0.0,0.0,0.0,0.0,9.526107635400103e-06,0.0,0.0,0.0
differently,9.802169872133189e-06,6.358559832967556e-06,0.0,0.0,5.724698454008917e-06,0.0,0.0,0.0,4.342915820694535e-06,5.286788483704445e-06,0.0,0.0,0.0,0.0,6.645591867239403e-06,0.0,4.153259692482747e-06,0.0,0.0,0.0
judges,4.166871335572469e-06,4.054475595887086e-06,0.0,0.0,7.300306553046771e-06,2.9221332764889974e-05,0.0,9.44830712029212e-06,9.231027206168059e-07,1.011245696689849e-05,1.697829055683172e-05,2.2916334358488832e-05,1.0229064065557433e-05,5.08763782917489e-06,7.0622508581792165e-06,8.854930369416231e-06,1.5887398687740847e-05,0.0,1.1575215664431468e-05,1.3265301154830473e-05
aspect,9.538902812159767e-06,6.187835188896671e-06,1.7634792357380592e-05,0.0,2.7855410839600677e-06,6.691508685918124e-06,0.0,0.0,4.226331876602278e-06,5.144854370604944e-06,7.774677250578772e-06,3.7481351379075882e-06,0.0,0.0,3.23363218554558e-06,0.0,2.0209056596971334e-06,0.0,6.625249290935463e-06,0.0
women,1.9155559511650138e-06,3.727418770730183e-06,5.311290443449915e-06,0.0,2.5170380339354064e-06,2.0155940139764037e-06,7.702361228856318e-06,7.599350342855132e-06,4.8792083371323555e-06,7.746222763378853e-06,7.803916935012988e-06,1.12844281453406e-05,4.70207314225938e-06,1.1688433582880314e-05,6.491874291407626e-06,3.0530212107629686e-06,1.1357208540444231e-05,1.0372034638444175e-06,7.315323826620251e-06,7.240405682913026e-06
failing,1.2943484590962438e-05,0.0,0.0,0.0,1.8897625971277826e-05,0.0,9.465710897540774e-06,0.0,5.734775015357262e-06,6.981132377591886e-06,0.0,5.085902473029534e-06,0.0,0.0,4.38776546848713e-06,6.877024067450799e-06,2.74219811032503e-06,0.0,0.0,1.545369288085752e-05
auberon,1.7713374414308776e-05,0.0,0.0,0.0,1.034502854446111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,0.0,0.0,0.0,0.0
proper,9.578253856397856e-07,1.8638888988871239e-06,5.311290443449915e-06,2.7852354589240394e-06,2.5170380339354064e-06,2.68736537832274e-06,1.400885507770016e-06,1.0859870135156972e-06,1.0609068120154618e-06,7.749014381392095e-07,7.806750296551565e-07,1.1290352997177985e-06,0.0,2.3388167162739254e-06,9.74058896977701e-07,2.035454520396013e-06,1.217481687049054e-06,1.0372034638444175e-06,6.652580576626269e-07,3.812091061737729e-07
opt,6.471902479177861e-06,8.396369162793158e-06,0.0,0.0,7.559378186162447e-06,0.0,0.0,0.0,1.1469298483428918e-05,3.490612786853246e-06,1.0549579671185257e-05,0.0,0.0,0.0,1.755017836702797e-05,6.877024067450799e-06,5.4843387038837176e-06,0.0,2.6967855014514608e-05,0.0
cars,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
based,3.830732696952678e-06,4.3485156347913944e-06,3.5411842634579054e-06,0.0,3.635511436117313e-06,4.7023996411174775e-06,4.202048118652556e-06,3.2575953951939514e-06,1.6973950610040272e-06,3.0992334175987717e-06,5.463402758906114e-06,6.019999602949107e-06,4.70207314225938e-06,1.1694790343353646e-06,3.571069931899083e-06,3.0530212107629686e-06,4.666181334506503e-06,1.0372034638444175e-06,5.320784019585116e-06,8.002238528393095e-06
respected,3.33026739295533e-06,8.640815175691963e-06,1.23131814122177e-05,0.0,3.889853217873673e-06,4.672227418467818e-06,0.0,1.5102271128153002e-05,2.9509613751172115e-06,3.592303437482011e-06,2.7138273980440294e-05,1.3084326883185847e-05,0.0,0.0,2.257826398752273e-06,0.0,8.465925569016508e-06,0.0,1.3876934719231687e-05,5.301474959030794e-06
